time,ref_x,ref_y,ref_z,ref_dx,ref_dy,ref_dz,x,y,z,est_x,est_y,est_z,phi,theta,psi,est_phi,est_theta,est_psi,dx,dy,dz,est_dx,est_dy,est_dz,p,q,r,est_p,est_q,est_r,ref_phi,ref_theta,ref_psi,cmd_T,cmd_tau_phi,cmd_tau_theta,cmd_tau_psi,real_T,real_tau_phi,real_tau_theta,real_tau_psi,acc_x,acc_y,acc_z,meas_acc_x,meas_acc_y,meas_acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,mocap_x,mocap_y,mocap_z,p_ddot_hat_x,p_ddot_hat_y,p_ddot_hat_z
5.7550,0,3,0,0,0,0,0.057434,2.926,-0.0012447,0.059448,2.9242,0.00050035,0.016548,-0.0017762,-0.0040525,0.022475,-0.00010399,7.1741e-05,-0.01333,0.1799,-0.0022178,0.015071,0.19828,0.024125,-0.0083134,0.0020166,-0.00048437,-0.0078713,0.0023588,-9.9999e-05,0.019346,0.00065216,0,4.5149,3.3763e-06,-3.0482e-06,8.3492e-07,4.5149,-8.8162e-06,1.0745e-07,8.497e-07,-0.018089,-0.16234,0.0037342,0.15,0.15,9.9651,-0.0079643,0.0023657,-0.0001353,22.442,-0.93993,-41.939,0.057631,2.9232,-0.0012108,0.14864,-0.071664,0.15512
5.7600,0,3,0,0,0,0,0.057367,2.9269,-0.0012557,0.059317,2.9261,0.00047748,0.016507,-0.0017661,-0.0040548,0.022435,-9.2314e-05,7.1406e-05,-0.013421,0.17909,-0.0021991,0.014892,0.19664,0.024158,-0.0083331,0.0020168,-0.00048356,-0.0078905,0.0023589,-9.9187e-05,0.019346,0.00065216,0,4.5149,1.181e-05,-5.2884e-06,8.3149e-07,4.5149,-8.1981e-06,-4.2223e-08,8.4787e-07,-0.017989,-0.16194,0.0037348,0.15,0.15,9.9651,-0.007984,0.0023659,-0.00013449,22.444,-0.93277,-41.939,0.0575,2.925,-0.0012335,0.14887,-0.070876,0.1551
5.7650,0,3,0,0,0,0,0.0573,2.9277,-0.0012667,0.059317,2.9261,0.00047748,0.016465,-0.001756,-0.004057,0.022394,-8.0664e-05,7.1118e-05,-0.013511,0.17828,-0.0021804,0.014892,0.19664,0.024158,-0.0083514,0.0020168,-0.00048275,-0.0079093,0.0023589,-9.8375e-05,0.019346,0.00065216,0,4.5149,1.181e-05,-5.2884e-06,8.3149e-07,4.5149,-6.4212e-06,-5.0369e-07,8.4588e-07,-0.017888,-0.16153,0.0037364,0.15,0.15,9.9651,-0.0080023,0.0023658,-0.00013368,22.444,-0.93277,-41.939,0.0575,2.925,-0.0012335,0.14887,-0.070876,0.1551
5.7700,0,3,0,0,0,0,0.057233,2.9286,-0.0012776,0.059184,2.9279,0.00045497,0.016423,-0.0017458,-0.0040593,0.022354,-6.899e-05,7.0875e-05,-0.0136,0.17747,-0.0021617,0.014714,0.19501,0.024191,-0.0083657,0.0020159,-0.00048194,-0.0079259,0.0023585,-9.7565e-05,0.019346,0.00065216,0,4.5149,2.0235e-05,-7.5232e-06,8.2727e-07,4.5149,-4.9171e-06,-8.9431e-07,8.442e-07,-0.017787,-0.16112,0.0037388,0.15,0.15,9.9651,-0.0080166,0.002365,-0.00013287,22.444,-0.93277,-41.939,0.057367,2.9269,-0.0012557,0.1491,-0.070084,0.15509
5.7750,0,3,0,0,0,0,0.057165,2.9295,-0.0012885,0.059184,2.9279,0.00045497,0.016382,-0.0017357,-0.0040615,0.022313,-5.7353e-05,7.0677e-05,-0.013689,0.17666,-0.002143,0.014714,0.19501,0.024191,-0.0083767,0.0020144,-0.00048113,-0.0079398,0.0023575,-9.6756e-05,0.019346,0.00065216,0,4.5149,2.0235e-05,-7.5232e-06,8.2727e-07,4.5149,-2.3493e-06,-1.5689e-06,8.4225e-07,-0.017687,-0.16071,0.0037419,0.15,0.15,9.9651,-0.0080276,0.0023635,-0.00013207,22.444,-0.93277,-41.939,0.057367,2.9269,-0.0012557,0.1491,-0.070084,0.15509
5.7800,0,3,0,0,0,0,0.057096,2.9304,-0.0012992,0.05905,2.9296,0.00043282,0.01634,-0.0017256,-0.0040638,0.022272,-4.5701e-05,7.0349e-05,-0.013778,0.17586,-0.0021243,0.014539,0.19338,0.024224,-0.0083819,0.0020117,-0.00048033,-0.0079495,0.0023557,-9.5952e-05,0.019346,0.00065216,0,4.5149,2.8426e-05,-9.6985e-06,8.2252e-07,4.5149,-1.7561e-07,-2.1399e-06,8.406e-07,-0.017586,-0.1603,0.0037455,0.15,0.15,9.9651,-0.0080328,0.0023608,-0.00013126,22.445,-0.92555,-41.938,0.057233,2.9286,-0.0012776,0.14933,-0.069289,0.15508
5.7850,0,3,0,0,0,0,0.057027,2.9313,-0.0013098,0.05905,2.9296,0.00043282,0.016298,-0.0017155,-0.004066,0.022232,-3.4097e-05,7.0066e-05,-0.013865,0.17506,-0.0021056,0.014539,0.19338,0.024224,-0.0083823,0.0020081,-0.00047952,-0.0079547,0.002353,-9.5148e-05,0.019346,0.00065216,0,4.5149,2.8426e-05,-9.6985e-06,8.2252e-07,4.5149,2.9578e-06,-2.9663e-06,8.3855e-07,-0.017486,-0.15989,0.0037497,0.15,0.15,9.9651,-0.0080332,0.0023571,-0.00013046,22.445,-0.92555,-41.938,0.057233,2.9286,-0.0012776,0.14933,-0.069289,0.15508
5.7900,0,3,0,0,0,0,0.056958,2.9322,-0.0013203,0.058914,2.9314,0.00041105,0.016256,-0.0017054,-0.0040682,0.022191,-2.2491e-05,6.9828e-05,-0.013953,0.17426,-0.0020868,0.014366,0.19177,0.024257,-0.0083757,0.002003,-0.00047872,-0.0079542,0.0023492,-9.4345e-05,0.019346,0.00065216,0,4.5149,3.6195e-05,-1.1771e-05,8.1729e-07,4.5149,5.6103e-06,-3.6659e-06,8.3682e-07,-0.017386,-0.15948,0.0037542,0.15,0.15,9.9651,-0.0080266,0.002352,-0.00012966,22.445,-0.92555,-41.938,0.057096,2.9304,-0.0012992,0.14955,-0.068491,0.15507
5.7950,0,3,0,0,0,0,0.056888,2.933,-0.0013308,0.058914,2.9314,0.00041105,0.016214,-0.0016954,-0.0040705,0.022151,-1.0945e-05,6.9635e-05,-0.01404,0.17346,-0.0020681,0.014366,0.19177,0.024257,-0.0083631,0.0019967,-0.00047792,-0.0079478,0.0023441,-9.3543e-05,0.019346,0.00065216,0,4.5149,3.6195e-05,-1.1771e-05,8.1729e-07,4.5149,9.1129e-06,-4.592e-06,8.3462e-07,-0.017286,-0.15906,0.0037591,0.15,0.15,9.9651,-0.0080141,0.0023457,-0.00012886,22.445,-0.92555,-41.938,0.057096,2.9304,-0.0012992,0.14955,-0.068491,0.15507
5.8000,0,3,0,0,0,0,0.056818,2.9339,-0.0013411,0.058776,2.9332,0.00038964,0.016172,-0.0016854,-0.0040727,0.02211,5.8948e-07,6.9309e-05,-0.014126,0.17267,-0.0020493,0.014195,0.19016,0.02429,-0.0083428,0.0019888,-0.00047713,-0.0079347,0.0023377,-9.2746e-05,0.01862,0.00084535,0,4.5148,-3.0307e-05,6.4765e-06,8.1225e-07,4.5149,1.2078e-05,-5.3759e-06,8.3277e-07,-0.017186,-0.15865,0.0037642,0.15,0.15,9.9651,-0.0079937,0.0023378,-0.00012806,22.447,-0.91831,-41.937,0.056958,2.9322,-0.0013203,0.14978,-0.067694,0.15507
5.8050,0,3,0,0,0,0,0.056747,2.9348,-0.0013513,0.058776,2.9332,0.00038964,0.01613,-0.0016754,-0.0040749,0.02207,1.2049e-05,6.9028e-05,-0.014212,0.17187,-0.0020305,0.014195,0.19016,0.02429,-0.0083158,0.0019795,-0.00047633,-0.0079149,0.0023299,-9.1949e-05,0.01862,0.00084535,0,4.5148,-3.0307e-05,6.4765e-06,8.1225e-07,4.5149,1.578e-05,-6.3578e-06,8.3039e-07,-0.017087,-0.15825,0.0037696,0.15,0.15,9.9651,-0.0079668,0.0023286,-0.00012726,22.447,-0.91831,-41.937,0.056958,2.9322,-0.0013203,0.14978,-0.067694,0.15507
5.8100,0,3,0,0,0,0,0.056676,2.9356,-0.0013615,0.058636,2.9349,0.0003686,0.016089,-0.0016654,-0.0040771,0.022029,2.3482e-05,6.8791e-05,-0.014298,0.17108,-0.0020116,0.014025,0.18856,0.024323,-0.0082806,0.0019686,-0.00047554,-0.0078876,0.0023206,-9.1154e-05,0.01862,0.00084535,0,4.5148,-2.3938e-05,4.7432e-06,8.0774e-07,4.5149,1.8914e-05,-7.1888e-06,8.2838e-07,-0.016988,-0.15784,0.0037752,0.15,0.15,9.9651,-0.0079315,0.0023176,-0.00012647,22.447,-0.91831,-41.937,0.056818,2.9339,-0.0013411,0.15001,-0.066899,0.15506
5.8150,0,3,0,0,0,0,0.056605,2.9365,-0.0013715,0.058636,2.9349,0.0003686,0.016047,-0.0016556,-0.0040793,0.02199,3.4825e-05,6.8597e-05,-0.014383,0.17029,-0.0019927,0.014025,0.18856,0.024323,-0.0082384,0.0019562,-0.00047474,-0.007853,0.0023098,-9.036e-05,0.01862,0.00084535,0,4.5148,-2.3938e-05,4.7432e-06,8.0774e-07,4.5149,1.1358e-05,-5.091e-06,8.259e-07,-0.01689,-0.15743,0.0037426,0.15,0.15,9.965,-0.0078893,0.0023053,-0.00012568,22.447,-0.91831,-41.937,0.056818,2.9339,-0.0013411,0.15001,-0.066899,0.15506
5.8200,0,3,0,0,0,0,0.056533,2.9373,-0.0013815,0.058495,2.9366,0.00034793,0.016006,-0.0016457,-0.0040816,0.02195,4.6152e-05,6.827e-05,-0.014467,0.1695,-0.001974,0.013858,0.18697,0.024355,-0.008213,0.0019474,-0.00047395,-0.007823,0.0023,-8.9572e-05,0.01862,0.00084535,0,4.5148,-1.8027e-05,3.1185e-06,8.0439e-07,4.5149,4.9618e-06,-3.3151e-06,8.2381e-07,-0.016792,-0.15703,0.003716,0.15,0.15,9.965,-0.007864,0.0022965,-0.00012489,22.449,-0.91115,-41.936,0.056676,2.9356,-0.0013615,0.15023,-0.066109,0.15506
5.8250,0,3,0,0,0,0,0.056461,2.9382,-0.0013914,0.058495,2.9366,0.00034793,0.015965,-0.001636,-0.0040838,0.02191,5.7422e-05,6.7986e-05,-0.014551,0.16872,-0.0019554,0.013858,0.18697,0.024355,-0.0082019,0.0019418,-0.00047317,-0.0078021,0.0022921,-8.8784e-05,0.01862,0.00084535,0,4.5148,-1.8027e-05,3.1185e-06,8.0439e-07,4.5149,5.252e-07,-2.078e-06,8.2134e-07,-0.016695,-0.15662,0.0036945,0.15,0.15,9.965,-0.0078529,0.0022908,-0.0001241,22.449,-0.91115,-41.936,0.056676,2.9356,-0.0013615,0.15023,-0.066109,0.15506
5.8300,0,3,0,0,0,0,0.056388,2.939,-0.0014012,0.058352,2.9383,0.00032763,0.015924,-0.0016262,-0.004086,0.02187,6.8702e-05,6.7748e-05,-0.014634,0.16794,-0.001937,0.013693,0.18539,0.024388,-0.0082008,0.0019382,-0.00047238,-0.0077908,0.0022864,-8.7998e-05,0.01862,0.00084535,0,4.5148,-1.137e-05,1.3176e-06,8.0191e-07,4.5149,-3.2303e-06,-1.0308e-06,8.1925e-07,-0.016598,-0.15622,0.0036773,0.15,0.15,9.9649,-0.0078517,0.0022873,-0.00012332,22.449,-0.91115,-41.936,0.056533,2.9373,-0.0013815,0.15045,-0.065326,0.15499
5.8350,0,3,0,0,0,0,0.056315,2.9399,-0.0014108,0.058352,2.9383,0.00032763,0.015883,-0.0016165,-0.0040882,0.02183,7.9945e-05,6.7553e-05,-0.014717,0.16715,-0.0019186,0.013693,0.18539,0.024388,-0.008208,0.0019364,-0.0004716,-0.0077885,0.0022826,-8.7213e-05,0.01862,0.00084535,0,4.5148,-1.137e-05,1.3176e-06,8.0191e-07,4.5149,-5.5018e-06,-3.9384e-07,8.1697e-07,-0.016501,-0.15582,0.0036637,0.15,0.15,9.9649,-0.0078589,0.0022855,-0.00012253,22.449,-0.91115,-41.936,0.056533,2.9373,-0.0013815,0.15045,-0.065326,0.15499
5.8400,0,3,0,0,0,0,0.056241,2.9407,-0.0014204,0.058207,2.94,0.00030769,0.015842,-0.0016068,-0.0040904,0.02179,9.1212e-05,6.7227e-05,-0.0148,0.16638,-0.0019003,0.01353,0.18381,0.024419,-0.0082202,0.0019358,-0.00047082,-0.0077933,0.0022803,-8.6433e-05,0.01862,0.00084535,0,4.5148,-3.8789e-06,-6.7834e-07,7.9977e-07,4.5149,-7.4246e-06,1.4537e-07,8.1504e-07,-0.016404,-0.15542,0.0036532,0.15,0.15,9.9649,-0.0078712,0.0022848,-0.00012175,22.45,-0.90406,-41.935,0.056388,2.939,-0.0014012,0.15068,-0.064546,0.15493
5.8450,0,3,0,0,0,0,0.056167,2.9415,-0.0014299,0.058207,2.94,0.00030769,0.015801,-0.0015971,-0.0040926,0.02175,0.00010245,6.6946e-05,-0.014882,0.1656,-0.001882,0.01353,0.18381,0.024419,-0.0082368,0.001936,-0.00047004,-0.0078038,0.0022792,-8.5654e-05,0.01862,0.00084535,0,4.5148,-3.8789e-06,-6.7834e-07,7.9977e-07,4.5148,-8.0302e-06,3.2533e-07,8.1302e-07,-0.016308,-0.15501,0.0036453,0.15,0.15,9.9649,-0.0078878,0.0022851,-0.00012097,22.45,-0.90406,-41.935,0.056388,2.939,-0.0014012,0.15068,-0.064546,0.15493
5.8500,0,3,0,0,0,0,0.056093,2.9424,-0.0014393,0.05806,2.9417,0.0002881,0.01576,-0.0015874,-0.0040948,0.02171,0.00011372,6.671e-05,-0.014964,0.16482,-0.0018638,0.013368,0.18225,0.02445,-0.0082547,0.0019366,-0.00046926,-0.0078179,0.002279,-8.4877e-05,0.01862,0.00084535,0,4.5148,4.1739e-06,-2.804e-06,7.976e-07,4.5148,-8.5428e-06,4.7767e-07,8.1132e-07,-0.016211,-0.15461,0.0036396,0.15,0.15,9.9649,-0.0079057,0.0022857,-0.0001202,22.45,-0.90406,-41.935,0.056241,2.9407,-0.0014204,0.1509,-0.063764,0.1549
5.8550,0,3,0,0,0,0,0.056018,2.9432,-0.0014487,0.05806,2.9417,0.0002881,0.015719,-0.0015776,-0.004097,0.02167,0.00012497,6.6519e-05,-0.015045,0.16405,-0.0018456,0.013368,0.18225,0.02445,-0.0082738,0.0019375,-0.00046849,-0.0078345,0.0022793,-8.41e-05,0.01862,0.00084535,0,4.5148,4.1739e-06,-2.804e-06,7.976e-07,4.5148,-7.8268e-06,3.002e-07,8.0955e-07,-0.016114,-0.1542,0.0036358,0.15,0.15,9.9649,-0.0079247,0.0022865,-0.00011942,22.45,-0.90406,-41.935,0.056241,2.9407,-0.0014204,0.1509,-0.063764,0.1549
5.8600,0,3,0,0,0,0,0.055943,2.944,-0.0014579,0.057912,2.9434,0.00026888,0.015677,-0.0015679,-0.0040992,0.02163,0.00013624,6.6199e-05,-0.015125,0.16328,-0.0018274,0.013209,0.18069,0.024481,-0.0082913,0.001938,-0.00046771,-0.0078515,0.0022797,-8.3327e-05,0.01862,0.00084535,0,4.5148,1.2487e-05,-4.9871e-06,7.9488e-07,4.5148,-7.2207e-06,1.4998e-07,8.0805e-07,-0.016017,-0.1538,0.0036336,0.15,0.15,9.9649,-0.0079422,0.0022871,-0.00011865,22.452,-0.89694,-41.935,0.056093,2.9424,-0.0014393,0.15112,-0.062978,0.15487
5.8650,0,3,0,0,0,0,0.055867,2.9448,-0.001467,0.057912,2.9434,0.00026888,0.015636,-0.0015582,-0.0041014,0.02159,0.00014749,6.5924e-05,-0.015205,0.16251,-0.0018092,0.013209,0.18069,0.024481,-0.0083074,0.0019383,-0.00046694,-0.007868,0.00228,-8.2556e-05,0.01862,0.00084535,0,4.5148,1.2487e-05,-4.9871e-06,7.9488e-07,4.5148,-5.4715e-06,-3.0351e-07,8.0644e-07,-0.015921,-0.15339,0.0036327,0.15,0.15,9.9648,-0.0079583,0.0022874,-0.00011788,22.452,-0.89694,-41.935,0.056093,2.9424,-0.0014393,0.15112,-0.062978,0.15487
5.8700,0,3,0,0,0,0,0.055791,2.9456,-0.0014761,0.057763,2.945,0.00025,0.015594,-0.0015485,-0.0041036,0.021549,0.00015877,6.5694e-05,-0.015285,0.16174,-0.0017911,0.013051,0.17914,0.024512,-0.0083196,0.0019378,-0.00046617,-0.0078825,0.0022799,-8.1785e-05,0.01862,0.00084535,0,4.5148,2.079e-05,-7.1645e-06,7.9141e-07,4.5148,-3.9907e-06,-6.8737e-07,8.0509e-07,-0.015824,-0.15299,0.0036329,0.15,0.15,9.9648,-0.0079705,0.0022869,-0.00011711,22.452,-0.89694,-41.935,0.055943,2.944,-0.0014579,0.15134,-0.06219,0.15485
5.8750,0,3,0,0,0,0,0.055715,2.9464,-0.001485,0.057763,2.945,0.00025,0.015553,-0.0015387,-0.0041057,0.021509,0.00017,6.5509e-05,-0.015364,0.16098,-0.0017729,0.013051,0.17914,0.024512,-0.0083285,0.0019366,-0.0004654,-0.0078943,0.0022793,-8.1014e-05,0.01862,0.00084535,0,4.5148,2.079e-05,-7.1645e-06,7.9141e-07,4.5148,-1.4612e-06,-1.3475e-06,8.0352e-07,-0.015727,-0.15258,0.0036341,0.15,0.15,9.9648,-0.0079794,0.0022857,-0.00011634,22.452,-0.89694,-41.935,0.055943,2.944,-0.0014579,0.15134,-0.06219,0.15485
5.8800,0,3,0,0,0,0,0.055638,2.9472,-0.0014939,0.057611,2.9466,0.00023149,0.015511,-0.001529,-0.0041079,0.021468,0.00018126,6.5194e-05,-0.015443,0.16022,-0.0017547,0.012896,0.1776,0.024542,-0.0083317,0.0019343,-0.00046463,-0.0079019,0.0022779,-8.0248e-05,0.01862,0.00084535,0,4.5148,2.8859e-05,-9.284e-06,7.8741e-07,4.5148,6.8006e-07,-1.9062e-06,8.0219e-07,-0.01563,-0.15217,0.0036361,0.15,0.15,9.9648,-0.0079827,0.0022834,-0.00011557,22.454,-0.88976,-41.934,0.055791,2.9456,-0.0014761,0.15156,-0.061398,0.15484
5.8850,0,3,0,0,0,0,0.055561,2.948,-0.0015027,0.057611,2.9466,0.00023149,0.015469,-0.0015193,-0.0041101,0.021428,0.00019247,6.4924e-05,-0.015521,0.15945,-0.0017365,0.012896,0.1776,0.024542,-0.0083302,0.0019311,-0.00046387,-0.0079051,0.0022756,-7.9482e-05,0.01862,0.00084535,0,4.5148,2.8859e-05,-9.284e-06,7.8741e-07,4.5148,3.7674e-06,-2.7135e-06,8.0054e-07,-0.015534,-0.15176,0.0036388,0.15,0.15,9.9648,-0.0079812,0.0022801,-0.0001148,22.454,-0.88976,-41.934,0.055791,2.9456,-0.0014761,0.15156,-0.061398,0.15484
5.8900,0,3,0,0,0,0,0.055483,2.9488,-0.0015114,0.057458,2.9482,0.00021333,0.015428,-0.0015096,-0.0041122,0.021387,0.00020368,6.4699e-05,-0.015598,0.1587,-0.0017184,0.012742,0.17606,0.024573,-0.0083218,0.0019264,-0.0004631,-0.0079027,0.0022721,-7.8717e-05,0.01862,0.00084535,0,4.5148,3.6509e-05,-1.1304e-05,7.8293e-07,4.5148,6.3807e-06,-3.3968e-06,7.9914e-07,-0.015437,-0.15135,0.003642,0.15,0.15,9.9648,-0.0079727,0.0022755,-0.00011404,22.454,-0.88976,-41.934,0.055638,2.9472,-0.0014939,0.15178,-0.060604,0.15483
5.8950,0,3,0,0,0,0,0.055405,2.9496,-0.0015199,0.057458,2.9482,0.00021333,0.015386,-0.0015,-0.0041144,0.021347,0.00021484,6.4519e-05,-0.015676,0.15794,-0.0017001,0.012742,0.17606,0.024573,-0.0083076,0.0019206,-0.00046234,-0.0078946,0.0022675,-7.7952e-05,0.01862,0.00084535,0,4.5148,3.6509e-05,-1.1304e-05,7.8293e-07,4.5148,9.8316e-06,-4.3006e-06,7.9734e-07,-0.015341,-0.15094,0.0036457,0.15,0.15,9.9648,-0.0079585,0.0022696,-0.00011327,22.454,-0.88976,-41.934,0.055638,2.9472,-0.0014939,0.15178,-0.060604,0.15483
5.9000,0,3,0,0,0,0,0.055327,2.9504,-0.0015284,0.057304,2.9498,0.00019553,0.015345,-0.0014903,-0.0041166,0.021307,0.00022599,6.4206e-05,-0.015752,0.15718,-0.0016819,0.01259,0.17454,0.024604,-0.0082856,0.0019132,-0.00046158,-0.0078797,0.0022616,-7.7192e-05,0.017907,0.0010321,0,4.5147,-2.8985e-05,6.3706e-06,7.7861e-07,4.5148,1.2753e-05,-5.0656e-06,7.9581e-07,-0.015245,-0.15054,0.0036498,0.15,0.15,9.9648,-0.0079365,0.0022622,-0.00011251,22.455,-0.88258,-41.933,0.055483,2.9488,-0.0015114,0.152,-0.059811,0.15482
5.9050,0,3,0,0,0,0,0.055248,2.9512,-0.0015369,0.057304,2.9498,0.00019553,0.015303,-0.0014807,-0.0041187,0.021267,0.00023706,6.3938e-05,-0.015829,0.15643,-0.0016637,0.01259,0.17454,0.024604,-0.0082571,0.0019045,-0.00046082,-0.0078583,0.0022543,-7.6432e-05,0.017907,0.0010321,0,4.5147,-2.8985e-05,6.3706e-06,7.7861e-07,4.5148,1.64e-05,-6.0233e-06,7.9383e-07,-0.01515,-0.15013,0.0036542,0.15,0.15,9.9648,-0.0079081,0.0022535,-0.00011175,22.455,-0.88258,-41.933,0.055483,2.9488,-0.0015114,0.152,-0.059811,0.15482
5.9100,0,3,0,0,0,0,0.055169,2.952,-0.0015452,0.057148,2.9514,0.0001781,0.015262,-0.0014712,-0.0041209,0.021227,0.00024811,6.3713e-05,-0.015904,0.15568,-0.0016454,0.01244,0.17302,0.024635,-0.0082205,0.0018941,-0.00046006,-0.0078295,0.0022455,-7.5673e-05,0.017907,0.0010321,0,4.5147,-2.2721e-05,4.6811e-06,7.748e-07,4.5148,1.9487e-05,-6.8339e-06,7.9216e-07,-0.015055,-0.14973,0.0036589,0.15,0.15,9.9648,-0.0078715,0.0022432,-0.00011099,22.455,-0.88258,-41.933,0.055327,2.9504,-0.0015284,0.15222,-0.059021,0.15482
5.9150,0,3,0,0,0,0,0.055089,2.9528,-0.0015534,0.057148,2.9514,0.0001781,0.015221,-0.0014617,-0.0041231,0.021187,0.00025908,6.3532e-05,-0.01598,0.15493,-0.0016271,0.01244,0.17302,0.024635,-0.008177,0.0018823,-0.0004593,-0.0077936,0.0022352,-7.4915e-05,0.017907,0.0010321,0,4.5147,-2.2721e-05,4.6811e-06,7.748e-07,4.5148,1.2046e-05,-4.8068e-06,7.9008e-07,-0.01496,-0.14932,0.003617,0.15,0.15,9.9648,-0.007828,0.0022314,-0.00011023,22.455,-0.88258,-41.933,0.055327,2.9504,-0.0015284,0.15222,-0.059021,0.15482
5.9200,0,3,0,0,0,0,0.055009,2.9535,-0.0015615,0.05699,2.953,0.00016102,0.01518,-0.0014522,-0.0041252,0.021148,0.00027003,6.3218e-05,-0.016054,0.15419,-0.001609,0.012292,0.17151,0.024665,-0.0081501,0.0018741,-0.00045854,-0.0077621,0.002226,-7.4162e-05,0.017907,0.0010321,0,4.5147,-1.6913e-05,3.0974e-06,7.7206e-07,4.5148,5.7467e-06,-3.0908e-06,7.8832e-07,-0.014866,-0.14892,0.0035824,0.15,0.15,9.9647,-0.0078011,0.0022231,-0.00010948,22.457,-0.87547,-41.932,0.055169,2.952,-0.0015452,0.15244,-0.058236,0.15481
5.9250,0,3,0,0,0,0,0.054929,2.9543,-0.0015696,0.05699,2.953,0.00016102,0.015139,-0.0014428,-0.0041274,0.021108,0.00028092,6.2947e-05,-0.016129,0.15344,-0.0015911,0.012292,0.17151,0.024665,-0.0081373,0.0018687,-0.00045779,-0.0077396,0.0022186,-7.341e-05,0.017907,0.0010321,0,4.5147,-1.6913e-05,3.0974e-06,7.7206e-07,4.5148,1.3763e-06,-1.8977e-06,7.8624e-07,-0.014772,-0.14852,0.003554,0.15,0.15,9.9647,-0.0077882,0.0022178,-0.00010873,22.457,-0.87547,-41.932,0.055169,2.952,-0.0015452,0.15244,-0.058236,0.15481
5.9300,0,3,0,0,0,0,0.054848,2.9551,-0.0015775,0.056831,2.9545,0.0001443,0.015098,-0.0014334,-0.0041295,0.021069,0.00029183,6.2721e-05,-0.016203,0.1527,-0.0015733,0.012147,0.17001,0.024695,-0.0081342,0.0018655,-0.00045704,-0.0077266,0.0022132,-7.2658e-05,0.017907,0.0010321,0,4.5147,-1.0374e-05,1.3436e-06,7.7019e-07,4.5147,-2.3231e-06,-8.8775e-07,7.8449e-07,-0.014679,-0.14812,0.003531,0.15,0.15,9.9647,-0.0077852,0.0022146,-0.00010797,22.457,-0.87547,-41.932,0.055009,2.9535,-0.0015615,0.15265,-0.057458,0.15472
5.9350,0,3,0,0,0,0,0.054767,2.9558,-0.0015854,0.056831,2.9545,0.0001443,0.015058,-0.0014241,-0.0041316,0.021029,0.0003027,6.2539e-05,-0.016276,0.15196,-0.0015557,0.012147,0.17001,0.024695,-0.0081394,0.001864,-0.00045629,-0.0077224,0.0022097,-7.1908e-05,0.017907,0.0010321,0,4.5147,-1.0374e-05,1.3436e-06,7.7019e-07,4.5147,-4.5629e-06,-2.7596e-07,7.8258e-07,-0.014586,-0.14772,0.0035123,0.15,0.15,9.9646,-0.0077903,0.002213,-0.00010722,22.457,-0.87547,-41.932,0.055009,2.9535,-0.0015615,0.15265,-0.057458,0.15472
5.9400,0,3,0,0,0,0,0.054686,2.9566,-0.0015932,0.05667,2.9561,0.00012793,0.015017,-0.0014147,-0.0041338,0.020989,0.0003136,6.2225e-05,-0.016349,0.15122,-0.0015381,0.012002,0.16851,0.024724,-0.0081496,0.0018635,-0.00045554,-0.0077252,0.0022077,-7.1162e-05,0.017907,0.0010321,0,4.5147,-3.0171e-06,-5.9874e-07,7.6864e-07,4.5147,-6.4589e-06,2.4191e-07,7.8096e-07,-0.014492,-0.14732,0.0034975,0.15,0.15,9.9646,-0.0078005,0.0022126,-0.00010648,22.459,-0.86844,-41.931,0.054848,2.9551,-0.0015775,0.15286,-0.056683,0.15466
5.9450,0,3,0,0,0,0,0.054604,2.9574,-0.0016009,0.05667,2.9561,0.00012793,0.014976,-0.0014054,-0.0041359,0.02095,0.00032447,6.1957e-05,-0.016421,0.15048,-0.0015206,0.012002,0.16851,0.024724,-0.008164,0.001864,-0.0004548,-0.0077336,0.0022069,-7.0417e-05,0.017907,0.0010321,0,4.5147,-3.0171e-06,-5.9874e-07,7.6864e-07,4.5147,-7.0599e-06,4.1103e-07,7.7931e-07,-0.014399,-0.14692,0.0034859,0.15,0.15,9.9646,-0.0078149,0.002213,-0.00010573,22.459,-0.86844,-41.931,0.054848,2.9551,-0.0015775,0.15286,-0.056683,0.15466
5.9500,0,3,0,0,0,0,0.054522,2.9581,-0.0016085,0.056508,2.9576,0.00011191,0.014936,-0.001396,-0.0041381,0.02091,0.00033537,6.1733e-05,-0.016493,0.14975,-0.0015032,0.01186,0.16703,0.024753,-0.0081798,0.0018647,-0.00045405,-0.0077456,0.0022068,-6.9673e-05,0.017907,0.0010321,0,4.5147,4.89e-06,-2.6661e-06,7.6707e-07,4.5147,-7.5686e-06,5.542e-07,7.7791e-07,-0.014306,-0.14652,0.003477,0.15,0.15,9.9646,-0.0078307,0.0022138,-0.00010499,22.459,-0.86844,-41.931,0.054686,2.9566,-0.0015932,0.15308,-0.055907,0.15461
