time,out_motors,out_plant,out_kalman,out_mpc,out_sensors,out_mahony,out_lqi,up_kalman,up_mpc,up_lqi,up_mocap,up_motors,up_plant
203.8850,0.00,1.00,-1.00,-1.00,1.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.00,0.00
203.8900,0.00,0.00,0.00,-1.00,2.00,1.00,0.00,3.00,-1.00,1.00,0.00,0.00,0.00
203.8950,1.00,1.00,-1.00,-1.00,2.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,0.00
203.9000,0.00,1.00,0.00,1605.00,3.00,2.00,0.00,5.00,0.00,1.00,0.00,1.00,0.00
203.9050,1.00,1.00,-1.00,-1.00,2.00,2.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.00,0.00
203.9100,1.00,1.00,1.00,-1.00,3.00,1.00,1.00,2.00,-1.00,0.00,1.00,0.00,1.00
203.9150,1.00,1.00,-1.00,-1.00,2.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,1.00
203.9200,0.00,2.00,1.00,-1.00,21.00,2.00,1.00,3.00,-1.00,0.00,1.00,0.00,1.00
203.9250,1.00,1.00,-1.00,-1.00,3.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,0.00
203.9300,0.00,1.00,0.00,-1.00,3.00,1.00,1.00,2.00,-1.00,0.00,1.00,0.00,1.00
203.9350,1.00,1.00,-1.00,-1.00,2.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,1.00
203.9400,1.00,2.00,1.00,-1.00,5.00,3.00,1.00,2.00,-1.00,0.00,0.00,0.00,0.00
203.9450,1.00,1.00,-1.00,-1.00,2.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,1.00
203.9500,0.00,1.00,1.00,-1.00,1.00,1.00,0.00,4.00,-1.00,1.00,0.00,0.00,0.00
203.9550,1.00,1.00,-1.00,-1.00,1.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.00,0.00
203.9600,0.00,1.00,1.00,-1.00,2.00,1.00,1.00,4.00,-1.00,0.00,0.00,1.00,0.00
203.9650,0.00,1.00,-1.00,-1.00,1.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,0.00
203.9700,2.00,4.00,1.00,-1.00,7.00,5.00,1.00,4.00,-1.00,1.00,0.00,0.00,1.00
203.9750,1.00,2.00,-1.00,-1.00,3.00,2.00,-1.00,-1.00,-1.00,-1.00,-1.00,2.00,1.00
203.9800,0.00,2.00,1.00,-1.00,3.00,2.00,1.00,3.00,-1.00,0.00,1.00,0.00,1.00
203.9850,0.00,1.00,-1.00,-1.00,2.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,1.00
203.9900,0.00,1.00,1.00,-1.00,2.00,1.00,1.00,4.00,-1.00,0.00,0.00,1.00,1.00
203.9950,1.00,1.00,-1.00,-1.00,1.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,0.00
204.0000,1.00,1.00,0.00,1457.00,2.00,1.00,1.00,4.00,0.00,0.00,1.00,0.00,1.00
204.0050,0.00,1.00,-1.00,-1.00,2.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,1.00
204.0100,1.00,1.00,0.00,-1.00,2.00,1.00,1.00,2.00,-1.00,0.00,0.00,0.00,0.00
204.0150,1.00,1.00,-1.00,-1.00,1.00,0.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,0.00
204.0200,0.00,1.00,1.00,-1.00,1.00,1.00,0.00,2.00,-1.00,0.00,0.00,0.00,0.00
204.0250,0.00,1.00,-1.00,-1.00,2.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.00,0.00
204.0300,0.00,1.00,1.00,-1.00,1.00,0.00,0.00,2.00,-1.00,0.00,1.00,0.00,1.00
204.0350,0.00,0.00,-1.00,-1.00,1.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,0.00
204.0400,0.00,1.00,1.00,-1.00,1.00,0.00,1.00,2.00,-1.00,1.00,0.00,1.00,0.00
204.0450,0.00,1.00,-1.00,-1.00,1.00,0.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.00,1.00
204.0500,0.00,0.00,0.00,-1.00,1.00,1.00,0.00,2.00,-1.00,0.00,1.00,0.00,1.00
204.0550,0.00,0.00,-1.00,-1.00,1.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,0.00
204.0600,0.00,1.00,0.00,-1.00,1.00,0.00,0.00,2.00,-1.00,0.00,0.00,0.00,0.00
204.0650,0.00,0.00,-1.00,-1.00,1.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,0.00
204.0700,1.00,1.00,0.00,-1.00,1.00,1.00,0.00,2.00,-1.00,0.00,1.00,0.00,1.00
204.0750,0.00,1.00,-1.00,-1.00,1.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,0.00
204.0800,0.00,1.00,1.00,-1.00,1.00,0.00,0.00,1.00,-1.00,0.00,0.00,0.00,0.00
204.0850,0.00,1.00,-1.00,-1.00,1.00,0.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,0.00
204.0900,1.00,1.00,0.00,-1.00,1.00,1.00,0.00,2.00,-1.00,0.00,1.00,0.00,1.00
204.0950,0.00,0.00,-1.00,-1.00,1.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.00,1.00
204.1000,1.00,1.00,0.00,1432.00,2.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00
204.1050,1.00,1.00,-1.00,-1.00,1.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,0.00
204.1100,1.00,1.00,0.00,-1.00,1.00,1.00,0.00,2.00,-1.00,1.00,0.00,1.00,0.00
204.1150,0.00,1.00,-1.00,-1.00,1.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,0.00
204.1200,1.00,2.00,1.00,-1.00,1.00,1.00,0.00,3.00,-1.00,0.00,0.00,0.00,0.00
204.1250,0.00,1.00,-1.00,-1.00,2.00,2.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,1.00
204.1300,1.00,2.00,1.00,-1.00,2.00,2.00,1.00,3.00,-1.00,1.00,0.00,1.00,0.00
204.1350,1.00,1.00,-1.00,-1.00,2.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,1.00
204.1400,0.00,2.00,1.00,-1.00,3.00,1.00,1.00,5.00,-1.00,1.00,1.00,0.00,0.00
204.1450,0.00,3.00,-1.00,-1.00,2.00,2.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,1.00
204.1500,1.00,2.00,1.00,-1.00,2.00,1.00,1.00,4.00,-1.00,0.00,1.00,0.00,0.00
204.1550,1.00,2.00,-1.00,-1.00,4.00,2.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,1.00
204.1600,1.00,2.00,0.00,-1.00,3.00,2.00,0.00,3.00,-1.00,0.00,1.00,1.00,0.00
204.1650,1.00,2.00,-1.00,-1.00,2.00,2.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,1.00
204.1700,0.00,1.00,0.00,-1.00,60.00,1.00,0.00,2.00,-1.00,1.00,0.00,0.00,1.00
204.1750,0.00,1.00,-1.00,-1.00,1.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.00,0.00
204.1800,0.00,1.00,1.00,-1.00,1.00,0.00,0.00,2.00,-1.00,0.00,0.00,0.00,0.00
204.1850,0.00,1.00,-1.00,-1.00,2.00,0.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,0.00
204.1900,0.00,1.00,0.00,-1.00,1.00,1.00,1.00,2.00,-1.00,0.00,0.00,0.00,0.00
204.1950,0.00,1.00,-1.00,-1.00,1.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,0.00
204.2000,0.00,1.00,1.00,1440.00,1.00,1.00,0.00,2.00,1.00,0.00,0.00,0.00,0.00
204.2050,1.00,1.00,-1.00,-1.00,1.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.00,0.00
204.2100,1.00,1.00,0.00,-1.00,1.00,1.00,1.00,2.00,-1.00,0.00,1.00,0.00,1.00
204.2150,0.00,0.00,-1.00,-1.00,1.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,0.00
204.2200,0.00,1.00,1.00,-1.00,1.00,0.00,0.00,1.00,-1.00,0.00,0.00,0.00,0.00
204.2250,0.00,1.00,-1.00,-1.00,2.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,0.00
204.2300,0.00,1.00,1.00,-1.00,1.00,0.00,1.00,2.00,-1.00,0.00,1.00,0.00,1.00
204.2350,1.00,0.00,-1.00,-1.00,1.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,0.00
204.2400,0.00,1.00,1.00,-1.00,1.00,0.00,0.00,2.00,-1.00,0.00,0.00,0.00,1.00
204.2450,0.00,1.00,-1.00,-1.00,2.00,0.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,0.00
204.2500,0.00,0.00,0.00,-1.00,1.00,1.00,0.00,2.00,-1.00,1.00,0.00,1.00,0.00
204.2550,1.00,1.00,-1.00,-1.00,1.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,1.00
204.2600,0.00,1.00,1.00,-1.00,2.00,1.00,0.00,2.00,-1.00,0.00,1.00,0.00,1.00
204.2650,1.00,0.00,-1.00,-1.00,1.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,0.00
204.2700,0.00,1.00,1.00,-1.00,1.00,1.00,1.00,2.00,-1.00,0.00,0.00,0.00,1.00
204.2750,0.00,1.00,-1.00,-1.00,2.00,0.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,0.00
204.2800,0.00,1.00,0.00,-1.00,1.00,1.00,1.00,1.00,-1.00,0.00,1.00,0.00,1.00
204.2850,0.00,1.00,-1.00,-1.00,2.00,0.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.00,1.00
204.2900,0.00,0.00,0.00,-1.00,1.00,0.00,0.00,1.00,-1.00,0.00,0.00,0.00,0.00
204.2950,0.00,1.00,-1.00,-1.00,1.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,0.00
204.3000,0.00,1.00,1.00,1565.00,1.00,1.00,0.00,3.00,0.00,1.00,0.00,1.00,1.00
204.3050,102.00,5.00,-1.00,-1.00,5.00,4.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.00,0.00
204.3100,1.00,1.00,0.00,-1.00,2.00,1.00,1.00,2.00,-1.00,0.00,0.00,0.00,1.00
204.3150,1.00,1.00,-1.00,-1.00,2.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,0.00
204.3200,0.00,1.00,0.00,-1.00,2.00,2.00,0.00,2.00,-1.00,0.00,1.00,0.00,1.00
204.3250,1.00,1.00,-1.00,-1.00,1.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,0.00
204.3300,0.00,0.00,0.00,-1.00,1.00,0.00,0.00,2.00,-1.00,1.00,1.00,0.00,1.00
204.3350,1.00,1.00,-1.00,-1.00,1.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,0.00
204.3400,0.00,0.00,0.00,-1.00,2.00,1.00,0.00,2.00,-1.00,0.00,0.00,0.00,0.00
204.3450,1.00,1.00,-1.00,-1.00,1.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,0.00
204.3500,0.00,0.00,0.00,-1.00,2.00,1.00,1.00,2.00,-1.00,0.00,1.00,0.00,1.00
204.3550,0.00,0.00,-1.00,-1.00,1.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.00,0.00
204.3600,0.00,1.00,0.00,-1.00,2.00,1.00,1.00,2.00,-1.00,0.00,0.00,0.00,0.00
204.3650,0.00,1.00,-1.00,-1.00,1.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.00,1.00
204.3700,0.00,1.00,0.00,-1.00,1.00,0.00,0.00,2.00,-1.00,0.00,0.00,0.00,0.00
204.3750,0.00,1.00,-1.00,-1.00,2.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,0.00
204.3800,0.00,0.00,0.00,-1.00,1.00,0.00,0.00,2.00,-1.00,0.00,0.00,0.00,0.00
204.3850,0.00,1.00,-1.00,-1.00,1.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.00,1.00
204.3900,0.00,0.00,1.00,-1.00,1.00,1.00,1.00,1.00,-1.00,0.00,0.00,0.00,0.00
204.3950,0.00,0.00,-1.00,-1.00,1.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,0.00
204.4000,0.00,1.00,1.00,1430.00,1.00,0.00,0.00,2.00,0.00,0.00,1.00,0.00,1.00
204.4050,0.00,1.00,-1.00,-1.00,1.00,0.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.00,0.00
204.4100,0.00,1.00,1.00,-1.00,1.00,1.00,1.00,2.00,-1.00,0.00,0.00,0.00,0.00
204.4150,1.00,1.00,-1.00,-1.00,1.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,1.00
204.4200,0.00,0.00,0.00,-1.00,1.00,1.00,0.00,2.00,-1.00,1.00,0.00,1.00,0.00
204.4250,0.00,1.00,-1.00,-1.00,1.00,0.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,0.00
204.4300,0.00,1.00,0.00,-1.00,1.00,1.00,1.00,2.00,-1.00,0.00,0.00,0.00,1.00
204.4350,0.00,0.00,-1.00,-1.00,1.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.00,0.00
204.4400,1.00,1.00,0.00,-1.00,2.00,1.00,0.00,2.00,-1.00,0.00,0.00,0.00,0.00
204.4450,1.00,1.00,-1.00,-1.00,1.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,0.00
204.4500,0.00,1.00,1.00,-1.00,1.00,1.00,1.00,2.00,-1.00,0.00,0.00,0.00,0.00
204.4550,1.00,1.00,-1.00,-1.00,1.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,0.00
204.4600,1.00,1.00,1.00,-1.00,1.00,1.00,1.00,1.00,-1.00,0.00,0.00,0.00,0.00
204.4650,0.00,1.00,-1.00,-1.00,1.00,0.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,0.00
204.4700,0.00,0.00,0.00,-1.00,1.00,1.00,1.00,1.00,-1.00,0.00,0.00,0.00,0.00
204.4750,0.00,1.00,-1.00,-1.00,1.00,0.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,0.00
204.4800,0.00,1.00,1.00,-1.00,1.00,1.00,1.00,2.00,-1.00,0.00,1.00,0.00,1.00
204.4850,0.00,0.00,-1.00,-1.00,1.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,0.00
204.4900,0.00,0.00,0.00,-1.00,1.00,0.00,1.00,2.00,-1.00,1.00,0.00,1.00,0.00
204.4950,0.00,1.00,-1.00,-1.00,1.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,1.00
204.5000,0.00,0.00,0.00,1611.00,2.00,1.00,0.00,6.00,1.00,1.00,1.00,1.00,1.00
204.5050,1.00,3.00,-1.00,-1.00,3.00,2.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,1.00
204.5100,1.00,2.00,0.00,-1.00,2.00,1.00,1.00,3.00,-1.00,1.00,0.00,1.00,0.00
204.5150,0.00,1.00,-1.00,-1.00,1.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,1.00
204.5200,1.00,1.00,0.00,-1.00,1.00,0.00,0.00,2.00,-1.00,0.00,0.00,0.00,0.00
204.5250,1.00,1.00,-1.00,-1.00,2.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,0.00
204.5300,0.00,1.00,0.00,-1.00,1.00,1.00,0.00,2.00,-1.00,0.00,0.00,0.00,0.00
204.5350,1.00,0.00,-1.00,-1.00,1.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.00,1.00
204.5400,0.00,1.00,0.00,-1.00,2.00,1.00,1.00,2.00,-1.00,0.00,0.00,0.00,0.00
204.5450,1.00,1.00,-1.00,-1.00,1.00,0.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,1.00
204.5500,0.00,0.00,0.00,-1.00,1.00,0.00,0.00,2.00,-1.00,1.00,0.00,1.00,0.00
204.5550,1.00,1.00,-1.00,-1.00,2.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,0.00
204.5600,0.00,1.00,0.00,-1.00,2.00,1.00,0.00,3.00,-1.00,0.00,1.00,0.00,1.00
204.5650,1.00,1.00,-1.00,-1.00,1.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,0.00
204.5700,0.00,1.00,1.00,-1.00,1.00,0.00,0.00,2.00,-1.00,1.00,0.00,1.00,0.00
204.5750,0.00,1.00,-1.00,-1.00,1.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,0.00
204.5800,0.00,1.00,0.00,-1.00,2.00,1.00,1.00,2.00,-1.00,0.00,0.00,0.00,0.00
204.5850,0.00,1.00,-1.00,-1.00,1.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.00,0.00
204.5900,0.00,0.00,0.00,-1.00,1.00,0.00,0.00,2.00,-1.00,0.00,0.00,0.00,0.00
204.5950,1.00,1.00,-1.00,-1.00,1.00,0.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,0.00
204.6000,0.00,1.00,1.00,1461.00,2.00,1.00,0.00,3.00,1.00,1.00,0.00,0.00,0.00
204.6050,0.00,1.00,-1.00,-1.00,2.00,2.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,0.00
204.6100,0.00,1.00,0.00,-1.00,2.00,1.00,0.00,2.00,-1.00,0.00,0.00,0.00,0.00
204.6150,0.00,1.00,-1.00,-1.00,1.00,0.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.00,1.00
204.6200,1.00,1.00,1.00,-1.00,1.00,0.00,0.00,2.00,-1.00,0.00,0.00,0.00,0.00
204.6250,0.00,1.00,-1.00,-1.00,2.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,0.00
204.6300,0.00,1.00,1.00,-1.00,1.00,1.00,1.00,2.00,-1.00,0.00,1.00,0.00,1.00
204.6350,1.00,1.00,-1.00,-1.00,1.00,0.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,0.00
204.6400,0.00,1.00,1.00,-1.00,1.00,1.00,0.00,2.00,-1.00,1.00,0.00,1.00,0.00
204.6450,0.00,1.00,-1.00,-1.00,1.00,0.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,1.00
204.6500,1.00,1.00,0.00,-1.00,1.00,1.00,1.00,2.00,-1.00,0.00,1.00,0.00,1.00
204.6550,0.00,0.00,-1.00,-1.00,1.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,1.00
204.6600,0.00,2.00,0.00,-1.00,2.00,1.00,1.00,3.00,-1.00,0.00,1.00,0.00,1.00
204.6650,0.00,0.00,-1.00,-1.00,1.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,1.00
204.6700,1.00,1.00,0.00,-1.00,1.00,1.00,1.00,2.00,-1.00,0.00,1.00,0.00,0.00
204.6750,0.00,1.00,-1.00,-1.00,1.00,0.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.00,1.00
204.6800,0.00,0.00,0.00,-1.00,2.00,1.00,0.00,2.00,-1.00,0.00,1.00,0.00,1.00
204.6850,1.00,1.00,-1.00,-1.00,1.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,1.00
204.6900,0.00,1.00,0.00,-1.00,1.00,1.00,0.00,2.00,-1.00,0.00,0.00,1.00,0.00
204.6950,0.00,1.00,-1.00,-1.00,1.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.00,0.00
204.7000,1.00,1.00,0.00,1686.00,4.00,2.00,1.00,3.00,0.00,1.00,0.00,1.00,0.00
204.7050,1.00,1.00,-1.00,-1.00,1.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,1.00
204.7100,1.00,1.00,1.00,-1.00,1.00,1.00,0.00,3.00,-1.00,1.00,0.00,1.00,0.00
204.7150,1.00,1.00,-1.00,-1.00,2.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.00,0.00
204.7200,0.00,1.00,0.00,-1.00,1.00,1.00,0.00,3.00,-1.00,0.00,0.00,1.00,0.00
204.7250,0.00,1.00,-1.00,-1.00,1.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,0.00
204.7300,0.00,1.00,0.00,-1.00,1.00,1.00,0.00,2.00,-1.00,0.00,0.00,1.00,0.00
204.7350,1.00,1.00,-1.00,-1.00,1.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,0.00
204.7400,1.00,1.00,1.00,-1.00,1.00,1.00,0.00,1.00,-1.00,0.00,0.00,0.00,0.00
204.7450,0.00,1.00,-1.00,-1.00,1.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,0.00
204.7500,1.00,1.00,1.00,-1.00,1.00,1.00,0.00,3.00,-1.00,0.00,1.00,0.00,1.00
204.7550,0.00,1.00,-1.00,-1.00,1.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,0.00
204.7600,0.00,1.00,0.00,-1.00,2.00,0.00,0.00,2.00,-1.00,1.00,0.00,1.00,0.00
204.7650,0.00,1.00,-1.00,-1.00,2.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,0.00
204.7700,0.00,0.00,0.00,-1.00,1.00,0.00,0.00,2.00,-1.00,1.00,0.00,0.00,0.00
204.7750,1.00,1.00,-1.00,-1.00,1.00,0.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.00,1.00
204.7800,1.00,1.00,0.00,-1.00,1.00,1.00,1.00,2.00,-1.00,1.00,0.00,1.00,0.00
204.7850,1.00,1.00,-1.00,-1.00,1.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,0.00
204.7900,0.00,1.00,0.00,-1.00,1.00,1.00,0.00,2.00,-1.00,1.00,0.00,1.00,0.00
204.7950,0.00,1.00,-1.00,-1.00,1.00,0.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,0.00
204.8000,1.00,1.00,0.00,1519.00,2.00,2.00,1.00,3.00,0.00,0.00,0.00,0.00,0.00
204.8050,0.00,1.00,-1.00,-1.00,1.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,0.00
204.8100,1.00,1.00,0.00,-1.00,1.00,1.00,1.00,2.00,-1.00,0.00,0.00,1.00,0.00
204.8150,1.00,1.00,-1.00,-1.00,1.00,0.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.00,0.00
204.8200,0.00,1.00,1.00,-1.00,2.00,1.00,0.00,2.00,-1.00,0.00,1.00,0.00,1.00
204.8250,1.00,1.00,-1.00,-1.00,1.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,0.00
204.8300,0.00,1.00,0.00,-1.00,1.00,1.00,1.00,2.00,-1.00,0.00,1.00,0.00,0.00
204.8350,1.00,0.00,-1.00,-1.00,1.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.00,0.00
204.8400,0.00,1.00,0.00,-1.00,2.00,1.00,0.00,1.00,-1.00,0.00,1.00,0.00,1.00
204.8450,0.00,0.00,-1.00,-1.00,1.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,0.00
204.8500,0.00,0.00,0.00,-1.00,1.00,1.00,0.00,2.00,-1.00,0.00,0.00,1.00,0.00
204.8550,0.00,1.00,-1.00,-1.00,1.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,0.00
204.8600,1.00,1.00,0.00,-1.00,2.00,1.00,1.00,2.00,-1.00,1.00,0.00,1.00,0.00
204.8650,0.00,1.00,-1.00,-1.00,1.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,0.00
204.8700,0.00,1.00,1.00,-1.00,1.00,1.00,1.00,2.00,-1.00,0.00,1.00,0.00,1.00
204.8750,1.00,1.00,-1.00,-1.00,1.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,1.00
204.8800,0.00,1.00,0.00,-1.00,2.00,1.00,1.00,2.00,-1.00,1.00,0.00,0.00,0.00
204.8850,1.00,1.00,-1.00,-1.00,1.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,1.00
204.8900,0.00,1.00,0.00,-1.00,2.00,2.00,1.00,4.00,-1.00,0.00,0.00,1.00,0.00
204.8950,1.00,2.00,-1.00,-1.00,2.00,3.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,1.00
204.9000,1.00,1.00,1.00,1609.00,6.00,2.00,0.00,4.00,0.00,1.00,0.00,0.00,1.00
204.9050,1.00,2.00,-1.00,-1.00,3.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,0.00
204.9100,0.00,1.00,1.00,-1.00,3.00,1.00,0.00,3.00,-1.00,1.00,0.00,1.00,0.00
204.9150,1.00,2.00,-1.00,-1.00,3.00,2.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,0.00
204.9200,1.00,1.00,1.00,-1.00,3.00,1.00,0.00,2.00,-1.00,1.00,0.00,1.00,0.00
204.9250,0.00,1.00,-1.00,-1.00,1.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,0.00
204.9300,0.00,1.00,0.00,-1.00,3.00,1.00,1.00,4.00,-1.00,1.00,1.00,1.00,1.00
204.9350,0.00,3.00,-1.00,-1.00,3.00,2.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.00,0.00
204.9400,0.00,1.00,0.00,-1.00,2.00,1.00,0.00,4.00,-1.00,1.00,1.00,1.00,1.00
204.9450,1.00,2.00,-1.00,-1.00,3.00,2.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,1.00
204.9500,1.00,1.00,1.00,-1.00,2.00,2.00,1.00,3.00,-1.00,1.00,0.00,1.00,0.00
204.9550,1.00,1.00,-1.00,-1.00,2.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,0.00
204.9600,0.00,1.00,0.00,-1.00,1.00,1.00,1.00,3.00,-1.00,0.00,0.00,0.00,0.00
204.9650,0.00,1.00,-1.00,-1.00,2.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,0.00
204.9700,0.00,1.00,0.00,-1.00,2.00,1.00,0.00,2.00,-1.00,0.00,0.00,0.00,0.00
204.9750,0.00,0.00,-1.00,-1.00,1.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,1.00
204.9800,0.00,1.00,0.00,-1.00,2.00,1.00,1.00,3.00,-1.00,0.00,1.00,0.00,1.00
204.9850,1.00,1.00,-1.00,-1.00,2.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,0.00
204.9900,0.00,0.00,0.00,-1.00,1.00,1.00,0.00,2.00,-1.00,1.00,0.00,1.00,0.00
204.9950,1.00,1.00,-1.00,-1.00,1.00,0.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,1.00
205.0000,1.00,1.00,0.00,1511.00,2.00,1.00,1.00,3.00,0.00,0.00,0.00,0.00,0.00
205.0050,1.00,1.00,-1.00,-1.00,2.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,1.00,0.00
205.0100,0.00,1.00,0.00,-1.00,1.00,0.00,0.00,3.00,-1.00,0.00,0.00,0.00,0.00
