time,ref_x,ref_y,ref_z,x,y,z,est_x,est_y,est_z,phi,theta,psi,est_phi,est_theta,est_psi,dx,dy,dz,est_dx,est_dy,est_dz,p,q,r,est_p,est_q,est_r,ref_phi,ref_theta,ref_psi,cmd_T,cmd_tau_phi,cmd_tau_theta,cmd_tau_psi,real_T,real_tau_phi,real_tau_theta,real_tau_psi,acc_x,acc_y,acc_z,meas_acc_x,meas_acc_y,meas_acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,mocap_x,mocap_y,mocap_z,p_ddot_hat_x,p_ddot_hat_y,p_ddot_hat_z
9.6700,0x1.8p+1,0x1.8p+1,0x1.8p+1,0x1.807e65edad2fdp+1,0x1.8219f0730d529p+1,0x1.8182489bf333dp+1,0x1.80b09ebc9d0dcp+1,0x1.823b09abd149p+1,0x1.81baa7d873847p+1,-0x1.d0eebfffe7b5cp-12,0x1.84614ee6bc5b8p-11,-0x1.9b424887416fp-9,0x1.c7d386p-8,-0x1.a50e3ap-10,-0x1.7cf7b6p-15,-0x1.f3bbabe415816p-7,-0x1.118e7a0de4842p-6,-0x1.d44a17974b724p-8,0x1.88a68995341f9p-8,-0x1.e8341600731f3p-9,0x1.2d598307dc34fp-6,-0x1.2514e41bd523dp-11,0x1.689ceab8b8a95p-13,-0x1.b33a4721b0496p-14,-0x1.3d07bf5841c38p-13,0x1.bf22eb4d5d9a4p-12,0x1.f56495cbdf59ep-13,0x1.cda237a2d12a6p-8,-0x1.d8dfe76a0b4bap-10,0x0p+0,0x1.20e4349b4ac34p+2,0x1.a9aa35a5f7129p-19,-0x1.768c0f51a86f2p-19,0x1.c822569783acp-25,0x1.20e34ead45726p+2,0x1.b07a70946p-20,-0x1.ea9ad8096p-20,0x1.eca64d9b8p-25,0x1.dd471c918e02bp-8,0x1.1ba568b2993e9p-8,0x1.6a75679982p-9,0x1.3333333333333p-3,0x1.3333333333333p-3,0x1.3ecf00ed4ff01p+3,-0x1.b8484343645d2p-13,0x1.112a0df92a36ep-11,0x1.013714cd8c06cp-12,0x1.68d004db579eap+4,-0x1.f1a2fc377f04ap-3,-0x1.4f13eacebb86ap+5,0x1.808369d1d6dd5p+1,0x1.821f6bc240625p+1,0x1.8184a1bd91ba3p+1,0x1.12d79fe6a8f49p-3,0x1.4ea839865ba49p-4,0x1.38c63bc837193p-3
9.6750,0x1.8p+1,0x1.8p+1,0x1.8p+1,0x1.807be64523162p+1,0x1.8217342508104p+1,0x1.81811ce769396p+1,0x1.80b09ebc9d0dcp+1,0x1.823b09abd149p+1,0x1.81baa7d873847p+1,-0x1.d3dd246443302p-12,0x1.84d4ac684edc3p-11,-0x1.9b53b488ecf31p-9,0x1.c79d6ep-8,-0x1.a47e08p-10,-0x1.7c9184p-15,-0x1.f28a36b31482ap-7,-0x1.1133b5c36decbp-6,-0x1.d3621e5f3b1f1p-8,0x1.88a68995341f9p-8,-0x1.e8341600731f3p-9,0x1.2d598307dc34fp-6,-0x1.23323399f5db8p-11,0x1.6201571d262ffp-13,-0x1.b3001e3d146fdp-14,-0x1.35ef4cd2fd08fp-13,0x1.bbe8f85135feep-12,0x1.f5756d29af9b4p-13,0x1.cda237a2d12a6p-8,-0x1.d8dfe76a0b4bap-10,0x0p+0,0x1.20e4349b4ac34p+2,0x1.a9aa35a5f7129p-19,-0x1.768c0f51a86f2p-19,0x1.c822569783acp-25,0x1.20e371f9aacbfp+2,0x1.dad102906p-20,-0x1.02497a262p-19,0x1.e849e2cdp-25,0x1.ddd653c835e9p-8,0x1.1d713fdbda36dp-8,0x1.6cdaabbe9ap-9,0x1.3333333333333p-3,0x1.3333333333333p-3,0x1.3ecf274b7b517p+3,-0x1.b0bd813be73bep-13,0x1.0f83291245988p-11,0x1.01459f06b2fd2p-12,0x1.68d004db579eap+4,-0x1.f1a2fc377f04ap-3,-0x1.4f13eacebb86ap+5,0x1.808369d1d6dd5p+1,0x1.821f6bc240625p+1,0x1.8184a1bd91ba3p+1,0x1.12d79fe6a8f49p-3,0x1.4ea839865ba49p-4,0x1.38c63bc837193p-3
9.6800,0x1.8p+1,0x1.8p+1,0x1.8p+1,0x1.8079682395642p+1,0x1.821478bf5fb59p+1,0x1.817ff1c755c94p+1,0x1.80ab9d1e3a836p+1,0x1.82358f20527a3p+1,0x1.81b85884ff09bp+1,-0x1.d6c6b51d7f923p-12,0x1.8545ec903c569p-11,-0x1.9b651e2cdddd5p-9,0x1.c7673p-8,-0x1.a3ee9p-10,-0x1.7c4018p-15,-0x1.f15865d99e9d9p-7,-0x1.10d85e52d5a6ep-6,-0x1.d2789ca9a26a9p-8,0x1.8dafdb9713dcep-8,-0x1.e26a8c3d343d5p-9,0x1.2e0f4c100e6aep-6,-0x1.2120428991609p-11,0x1.5b0c36b1f52ap-13,-0x1.b2c6796767008p-14,-0x1.2e5112bf6cb7cp-13,0x1.b88fd87ef612ep-12,0x1.f585ea7b8618p-13,0x1.cda237a2d12a6p-8,-0x1.d8dfe76a0b4bap-10,0x0p+0,0x1.20e4349b4ac34p+2,0x1.ee522cdf18d5dp-19,-0x1.a16d8eadc1cb1p-19,0x1.bf9fc911e1c8p-25,0x1.20e38fdacfa83p+2,0x1.fea7a962cp-20,-0x1.0d473aa7cp-19,0x1.e498dbf18p-25,0x1.de62e7e13f1cep-8,0x1.1f3a1e4b26467p-8,0x1.6ee1b2b92ap-9,0x1.3333333333333p-3,0x1.3333333333333p-3,0x1.3ecf47c5c4c65p+3,-0x1.a875bcfa55502p-13,0x1.0dc5e0f77957p-11,0x1.0154083c1e58fp-12,0x1.68d09f12b9264p+4,-0x1.f09481fa7c4a2p-3,-0x1.4f13c0b4a7782p+5,0x1.807e65edad2fdp+1,0x1.8219f0730d529p+1,0x1.8182489bf333dp+1,0x1.12edfce4ff559p-3,0x1.4eeb6781a9d2ep-4,0x1.38def3a5e77d6p-3
9.6850,0x1.8p+1,0x1.8p+1,0x1.8p+1,0x1.8076eb89796c5p+1,0x1.8211be438cf6p+1,0x1.817ec73cb415p+1,0x1.80ab9d1e3a836p+1,0x1.82358f20527a3p+1,0x1.81b85884ff09bp+1,-0x1.d9aaf9344cf2ep-12,0x1.85b4f2b6aa84bp-11,-0x1.9b7685774fb2p-9,0x1.c7318cp-8,-0x1.a3609ap-10,-0x1.7be78p-15,-0x1.f0263b07c6c71p-7,-0x1.107c74af8a677p-6,-0x1.d18dcec69c8d2p-8,0x1.8dafdb9713dcep-8,-0x1.e26a8c3d343d5p-9,0x1.2e0f4c100e6aep-6,-0x1.1ee651f8c3f09p-11,0x1.53cb48c5a0846p-13,-0x1.b28d447032b47p-14,-0x1.26200d2e87b7cp-13,0x1.b5143d83c452ep-12,0x1.f596356452b84p-13,0x1.cda237a2d12a6p-8,-0x1.d8dfe76a0b4bap-10,0x0p+0,0x1.20e4349b4ac34p+2,0x1.ee522cdf18d5dp-19,-0x1.a16d8eadc1cb1p-19,0x1.bf9fc911e1c8p-25,0x1.20e3a925abf82p+2,0x1.197a34f6p-19,-0x1.1d705dfc5p-19,0x1.e03a3eba8p-25,0x1.deecb6d2f70f8p-8,0x1.20ffbaa73d064p-8,0x1.7098f47866p-9,0x1.3333333333333p-3,0x1.3333333333333p-3,0x1.3ecf6343a91d4p+3,-0x1.9f8dfab71f902p-13,0x1.0bf5a57c642dap-11,0x1.01625579eb6bfp-12,0x1.68d09f12b9264p+4,-0x1.f09481fa7c4a2p-3,-0x1.4f13c0b4a7782p+5,0x1.807e65edad2fdp+1,0x1.8219f0730d529p+1,0x1.8182489bf333dp+1,0x1.12edfce4ff559p-3,0x1.4eeb6781a9d2ep-4,0x1.38def3a5e77d6p-3
9.6900,0x1.8p+1,0x1.8p+1,0x1.8p+1,0x1.8074707742582p+1,0x1.820f04b30615ep+1,0x1.817d9d4858b4ap+1,0x1.80a6a19a3b745p+1,0x1.82301830c4413p+1,0x1.81b60b4cbd61fp+1,-0x1.dc898a43681ffp-12,0x1.8621a699ef0cbp-11,-0x1.9b87ea6bcb913p-9,0x1.c6fc4p-8,-0x1.a2d38p-10,-0x1.7b87c4p-15,-0x1.eef3b80368b85p-7,-0x1.101ff9e4739b9p-6,-0x1.d0a1e7c3c022ep-8,0x1.92bc2b9b694eap-8,-0x1.dc8e50f182bf3p-9,0x1.2ec39444b206bp-6,-0x1.1c7202ab85f56p-11,0x1.4c1ae685b0e2fp-13,-0x1.b25493d431b41p-14,-0x1.1d32460d41b96p-13,0x1.b16be381f02d6p-12,0x1.f5a64a7a822bep-13,0x1.cda237a2d12a6p-8,-0x1.d8dfe76a0b4bap-10,0x0p+0,0x1.20e4349b4ac34p+2,0x1.173cad0f6ef0fp-18,-0x1.c99d52b154d6p-19,0x1.b6fdedeb272p-25,0x1.20e3be8e85de1p+2,0x1.2f9cdfb55p-19,-0x1.2b1e60fc5p-19,0x1.dc875bce8p-25,0x1.df73a3cdb51c7p-8,0x1.22c1d6dabc931p-8,0x1.720cb04d6bp-9,0x1.3333333333333p-3,0x1.3333333333333p-3,0x1.3ecf7a891b868p+3,-0x1.95bcbd8227a36p-13,0x1.0a098cec68454p-11,0x1.017081a0ebac1p-12,0x1.68d09f12b9264p+4,-0x1.f09481fa7c4a2p-3,-0x1.4f13c0b4a7782p+5,0x1.8079682395642p+1,0x1.821478bf5fb59p+1,0x1.817ff1c755c94p+1,0x1.130405cf895dp-3,0x1.4f2dd3bed7177p-4,0x1.38f0a9c31d106p-3
9.6950,0x1.8p+1,0x1.8p+1,0x1.8p+1,0x1.8071f6ed610c1p+1,0x1.820c4c0f3eae5p+1,0x1.817c73eaf7938p+1,0x1.80a6a19a3b745p+1,0x1.82301830c4413p+1,0x1.81b60b4cbd61fp+1,-0x1.df61d2dd454d5p-12,0x1.868be48fcbadap-11,-0x1.9b994d0e54128p-9,0x1.c6c79cp-8,-0x1.a2481p-10,-0x1.7b2108p-15,-0x1.edc0dea4d0965p-7,-0x1.0fc2ef1056927p-6,-0x1.cfb512d80978p-8,0x1.92bc2b9b694eap-8,-0x1.dc8e50f182bf3p-9,0x1.2ec39444b206bp-6,-0x1.19cc4aa1281c5p-11,0x1.440c2c1856a63p-13,-0x1.b21c5359d3c33p-14,-0x1.138344bfbdc19p-13,0x1.ad9591c71c2cep-12,0x1.f5b62d255d964p-13,0x1.cda237a2d12a6p-8,-0x1.d8dfe76a0b4bap-10,0x0p+0,0x1.20e4349b4ac34p+2,0x1.173cad0f6ef0fp-18,-0x1.c99d52b154d6p-19,0x1.b6fdedeb272p-25,0x1.20e3d0adf698cp+2,0x1.4ce3d5f9dp-19,-0x1.3d4803a5dp-19,0x1.d817638fp-25,0x1.dff783bfc3293p-8,0x1.248017ebd04b9p-8,0x1.734744465bp-9,0x1.3333333333333p-3,0x1.3333333333333p-3,0x1.3ecf8e3bfa3b3p+3,-0x1.8b25dd58b03f2p-13,0x1.0805de5111b61p-11,0x1.017e91bf83284p-12,0x1.68d09f12b9264p+4,-0x1.f09481fa7c4a2p-3,-0x1.4f13c0b4a7782p+5,0x1.8079682395642p+1,0x1.821478bf5fb59p+1,0x1.817ff1c755c94p+1,0x1.130405cf895dp-3,0x1.4f2dd3bed7177p-4,0x1.38f0a9c31d106p-3
9.7000,0x1.8p+1,0x1.8p+1,0x1.8p+1,0x1.806f7eec44102p+1,0x1.82099459a77a4p+1,0x1.817b4b2528f4cp+1,0x1.80a1ac345650fp+1,0x1.822aa4e8f87c2p+1,0x1.81b3c02dbc028p+1,-0x1.e2335484f7699p-12,0x1.86f38e67aac65p-11,-0x1.9baaad6240a03p-9,0x1.c692fcp-8,-0x1.a1bd96p-10,-0x1.7acec2p-15,-0x1.ec8db0dfdafabp-7,-0x1.0f65556f155ap-6,-0x1.cec77497dc70fp-8,0x1.97cb5e6317e68p-8,-0x1.d69fa39e7aa33p-9,0x1.2f75994f192f9p-6,-0x1.16e538d680388p-11,0x1.3b802ed13c4ccp-13,-0x1.b1e4995266e53p-14,-0x1.08f250593bdd6p-13,0x1.a9893dfea7bfp-12,0x1.f5c5b61aef424p-13,0x1.cb04d5172aeacp-8,-0x1.d23308d0d5235p-10,0x0p+0,0x1.20e9522da56c1p+2,-0x1.505c56f9bc85bp-25,-0x1.5bee32bb2c13cp-21,0x1.ae42a7bb0db8p-25,0x1.20e3e0052a2c2p+2,0x1.65ac2f272p-19,-0x1.4ca7d87bfp-19,0x1.d455cfb08p-25,0x1.e078323440011p-8,0x1.263a30d8f151dp-8,0x1.7451770065p-9,0x1.3333333333333p-3,0x1.3333333333333p-3,0x1.3ecf9ee8acbap+3,-0x1.7f89962e10afep-13,0x1.05e2deff4b1fcp-11,0x1.018c80415e5fcp-12,0x1.68d12d7870694p+4,-0x1.ef8d1682e1802p-3,-0x1.4f1399c57d41ap+5,0x1.8074707742582p+1,0x1.820f04b30615ep+1,0x1.817d9d4858b4ap+1,0x1.1319b3b80a58bp-3,0x1.4f6f6465ee2ecp-4,0x1.38fd5a98cd1e9p-3
9.7050,0x1.8p+1,0x1.8p+1,0x1.8p+1,0x1.806d0874576c8p+1,0x1.8206dd93ae0bfp+1,0x1.817a22f76db24p+1,0x1.80a1ac345650fp+1,0x1.822aa4e8f87c2p+1,0x1.81b3c02dbc028p+1,-0x1.e4fd67ee2c0e1p-12,0x1.87587c0c46677p-11,-0x1.9bbc0b6b7e96cp-9,0x1.c65f1ap-8,-0x1.a134e6p-10,-0x1.7a75ap-15,-0x1.eb5a30bfb98a1p-7,-0x1.0f072e5536547p-6,-0x1.cdd92bf9c7b57p-8,0x1.97cb5e6317e68p-8,-0x1.d69fa39e7aa33p-9,0x1.2f75994f192f9p-6,-0x1.13c6d5a22d2dp-11,0x1.328a2970759ddp-13,-0x1.b1ad5134340fdp-14,-0x1.fb02c695d9a12p-14,0x1.a5475809c1ed6p-12,0x1.f5d50bdb9da5p-13,0x1.cb04d5172aeacp-8,-0x1.d23308d0d5235p-10,0x0p+0,0x1.20e9522da56c1p+2,-0x1.505c56f9bc85bp-25,-0x1.5bee32bb2c13cp-21,0x1.ae42a7bb0db8p-25,0x1.20e3ed017811p+2,0x1.847fd11f9p-19,-0x1.5fd6d0a5cp-19,0x1.cfd499a28p-25,0x1.e0f57e5f93432p-8,0x1.27efbb91f0f3cp-8,0x1.7532b644p-9,0x1.3333333333333p-3,0x1.3333333333333p-3,0x1.3ecfad060c864p+3,-0x1.7310095cc481ep-13,0x1.03a55da71974p-11,0x1.019a5248eb152p-12,0x1.68d12d7870694p+4,-0x1.ef8d1682e1802p-3,-0x1.4f1399c57d41ap+5,0x1.8074707742582p+1,0x1.820f04b30615ep+1,0x1.817d9d4858b4ap+1,0x1.1319b3b80a58bp-3,0x1.4f6f6465ee2ecp-4,0x1.38fd5a98cd1e9p-3
9.7100,0x1.8p+1,0x1.8p+1,0x1.8p+1,0x1.806a9386048b9p+1,0x1.820427bebc8dfp+1,0x1.8178fb6232d4fp+1,0x1.809cbcf01c6ddp+1,0x1.822535549535ep+1,0x1.81b1772471468p+1,-0x1.e7bf7f7b7f6bp-12,0x1.87ba8b8fa3707p-11,-0x1.9bcd672d52378p-9,0x1.c62bbap-8,-0x1.a0ad64p-10,-0x1.7a15acp-15,-0x1.ea26606ed888p-7,-0x1.0ea87b37e8e8ap-6,-0x1.ccea533335c9fp-8,0x1.9cdd5626000cfp-8,-0x1.d09ecc1fbee67p-9,0x1.3024db413b517p-6,-0x1.1063a342a3385p-11,0x1.290fd6d74d77ap-13,-0x1.b176919d9ccdep-14,-0x1.e22f6ee83809ap-14,0x1.a0c9d0bbd64dcp-12,0x1.f5e42a3e7ed96p-13,0x1.cb04d5172aeacp-8,-0x1.d23308d0d5235p-10,0x0p+0,0x1.20e9522da56c1p+2,0x1.68175146a009bp-22,-0x1.dbfa9d1f460f9p-21,0x1.a5ec5a7d3c5p-25,0x1.20e3f7ff6e8cp+2,0x1.9e97f0936p-19,-0x1.7013dc621p-19,0x1.cc046d8fp-25,0x1.e16f3ef3e9bc8p-8,0x1.29a061b27176bp-8,0x1.75f14be5a2p-9,0x1.3333333333333p-3,0x1.3333333333333p-3,0x1.3ecfb8f8b4439p+3,-0x1.65833fde9caf2p-13,0x1.0146c900cf6a7p-11,0x1.01a8022e90e5ap-12,0x1.68d12d7870694p+4,-0x1.ef8d1682e1802p-3,-0x1.4f1399c57d41ap+5,0x1.806f7eec44102p+1,0x1.82099459a77a4p+1,0x1.817b4b2528f4cp+1,0x1.132efcc99cd6cp-3,0x1.4fafeea86325p-4,0x1.3906727d1a002p-3
9.7150,0x1.8p+1,0x1.8p+1,0x1.8p+1,0x1.80682021b2123p+1,0x1.820172dc396f7p+1,0x1.8177d465d49fbp+1,0x1.809cbcf01c6ddp+1,0x1.822535549535ep+1,0x1.81b1772471468p+1,-0x1.ea78eb05eee59p-12,0x1.8819929bbee08p-11,-0x1.9bdec0aba30ep-9,0x1.c5f926p-8,-0x1.a027ccp-10,-0x1.79af0cp-15,-0x1.e8f2423213778p-7,-0x1.0e493da801ba1p-6,-0x1.cbfb007346a9fp-8,0x1.9cdd5626000cfp-8,-0x1.d09ecc1fbee67p-9,0x1.3024db413b517p-6,-0x1.0cc631fc652b3p-11,0x1.1f2586751c501p-13,-0x1.b14045b4a0476p-14,-0x1.c779952b978c8p-14,0x1.9c1260abe2beep-12,0x1.f5f3144f478c6p-13,0x1.cb04d5172aeacp-8,-0x1.d23308d0d5235p-10,0x0p+0,0x1.20e9522da56c1p+2,0x1.68175146a009bp-22,-0x1.dbfa9d1f460f9p-21,0x1.a5ec5a7d3c5p-25,0x1.20e4ca5874bdap+2,0x1.5e239552ap-19,-0x1.44eca353ep-19,0x1.c772f5eb8p-25,0x1.e1e68f875ffbfp-8,0x1.2b4c87ec32e2p-8,0x1.843af189b5p-9,0x1.3333333333333p-3,0x1.3333333333333p-3,0x1.3ed09d9c408fdp+3,-0x1.570d7ac5a47aap-13,0x1.fd9869d086412p-12,0x1.01b59528d0074p-12,0x1.68d12d7870694p+4,-0x1.ef8d1682e1802p-3,-0x1.4f1399c57d41ap+5,0x1.806f7eec44102p+1,0x1.82099459a77a4p+1,0x1.817b4b2528f4cp+1,0x1.132efcc99cd6cp-3,0x1.4fafeea86325p-4,0x1.3906727d1a002p-3
9.7200,0x1.8p+1,0x1.8p+1,0x1.8p+1,0x1.8065ae47c3bdap+1,0x1.81febeed871d8p+1,0x1.8176ae02a122bp+1,0x1.8097d3d0f6c4fp+1,0x1.821fc97f0e40cp+1,0x1.81af304169b6fp+1,-0x1.ed29157160edfp-12,0x1.88756d5a6aacbp-11,-0x1.9bf017e9af9c1p-9,0x1.c5c69ep-8,-0x1.9fa33ep-10,-0x1.795c8p-15,-0x1.e7bdd798c7112p-7,-0x1.0de977161c8b1p-6,-0x1.cb0288ce73a6cp-8,0x1.a1f1f1e3c626cp-8,-0x1.ca8c200564c29p-9,0x1.30d91cacf3b1ap-6,-0x1.09b89ff49f2aap-11,0x1.1664d14848935p-13,-0x1.b10a84494dcc1p-14,-0x1.adfa79daa89ap-14,0x1.97855e1b0291ap-12,0x1.f601a38695df4p-13,0x1.cb04d5172aeacp-8,-0x1.d23308d0d5235p-10,0x0p+0,0x1.20e9522da56c1p+2,0x1.6999a914c7d5fp-21,-0x1.2855d675d871bp-20,0x1.9dfc120bd5acp-25,0x1.20e57c66abc04p+2,0x1.27945545cp-19,-0x1.20655da05p-19,0x1.c3950724p-25,0x1.e259c202253d3p-8,0x1.2cf2e5085c513p-8,0x1.9052fee1e2p-9,0x1.3333333333333p-3,0x1.3333333333333p-3,0x1.3ed15f26234fdp+3,-0x1.4ad732a68c786p-13,0x1.f9380f3a1c62cp-12,0x1.01c30583a4a61p-12,0x1.68d1ad6a96002p+4,-0x1.ee8f74decb63ap-3,-0x1.4f1376b75d4dbp+5,0x1.806a9386048b9p+1,0x1.820427bebc8dfp+1,0x1.8178fb6232d4fp+1,0x1.1343d60259eedp-3,0x1.4fef3ddc204cbp-4,0x1.390cf67efc653p-3
9.7250,0x1.8p+1,0x1.8p+1,0x1.8p+1,0x1.80633df89b4cp+1,0x1.81fc0bf404559p+1,0x1.8175883e728a1p+1,0x1.8097d3d0f6c4fp+1,0x1.821fc97f0e40cp+1,0x1.81af304169b6fp+1,-0x1.efd16f0da5537p-12,0x1.88ce7b07b6c46p-11,-0x1.9c016cef8de2bp-9,0x1.c594b4p-8,-0x1.9f2042p-10,-0x1.79035p-15,-0x1.e6892345927e7p-7,-0x1.0d89295c2e591p-6,-0x1.ca0253b072724p-8,0x1.a1f1f1e3c626cp-8,-0x1.ca8c200564c29p-9,0x1.30d91cacf3b1ap-6,-0x1.0724d6e74d962p-11,0x1.0ea0072f839fcp-13,-0x1.b0d5381a5bb7ap-14,-0x1.96f37c7e6685p-14,0x1.934b4655429fcp-12,0x1.f60ffd71ba1e8p-13,0x1.cb04d5172aeacp-8,-0x1.d23308d0d5235p-10,0x0p+0,0x1.20e9522da56c1p+2,0x1.6999a914c7d5fp-21,-0x1.2855d675d871bp-20,0x1.9dfc120bd5acp-25,0x1.20e6131f2ecadp+2,0x1.011cd6cf9p-19,-0x1.0663c8697p-19,0x1.bf0769e28p-25,0x1.e2c954063708ep-8,0x1.2e945f2707c1dp-8,0x1.9a8faaf968p-9,0x1.3333333333333p-3,0x1.3333333333333p-3,0x1.3ed202f9d323bp+3,-0x1.40880e7146266p-13,0x1.f555aa2db9e8fp-12,0x1.01d0588f612b2p-12,0x1.68d1ad6a96002p+4,-0x1.ee8f74decb63ap-3,-0x1.4f1376b75d4dbp+5,0x1.806a9386048b9p+1,0x1.820427bebc8dfp+1,0x1.8178fb6232d4fp+1,0x1.1343d60259eedp-3,0x1.4fef3ddc204cbp-4,0x1.390cf67efc653p-3
9.7300,0x1.8p+1,0x1.8p+1,0x1.8p+1,0x1.8060cf34971bfp+1,0x1.81f959f10b17bp+1,0x1.8174631e3cfa7p+1,0x1.8092f0da229e3p+1,0x1.821a61739c124p+1,0x1.81aceba0cc551p+1,-0x1.f2732f9fa5023p-12,0x1.89250c40ea462p-11,-0x1.9c12bfc418222p-9,0x1.c56328p-8,-0x1.9e9e16p-10,-0x1.78a38ap-15,-0x1.e554278aad3c8p-7,-0x1.0d28560a88422p-6,-0x1.c8fb915780e8p-8,0x1.a7090b9f4e417p-8,-0x1.c46805c585fedp-9,0x1.318fdea05558p-6,-0x1.04e6eaefbb60bp-11,0x1.078e97113fb23p-13,-0x1.b0a075cdd2ae9p-14,-0x1.827f64dc88404p-14,0x1.8f676b2e230e7p-12,0x1.f61e1e68caa38p-13,0x1.cb04d5172aeacp-8,-0x1.d23308d0d5235p-10,0x0p+0,0x1.20e9522da56c1p+2,0x1.1a38f1767ae11p-20,-0x1.688cf12a0c3b9p-20,0x1.96b1e3c0d39cp-25,0x1.20e692b44456fp+2,0x1.c11a3b166p-20,-0x1.e0c085712p-20,0x1.bb2cbe0f8p-25,0x1.e335afef93df8p-8,0x1.3031b91d4a82p-8,0x1.a339f08c2cp-9,0x1.3333333333333p-3,0x1.3333333333333p-3,0x1.3ed28da700d24p+3,-0x1.37905e92fd50ap-13,0x1.f1ccf21e97f22p-12,0x1.01dd8922836d7p-12,0x1.68d1ad6a96002p+4,-0x1.ee8f74decb63ap-3,-0x1.4f1376b75d4dbp+5,0x1.8065ae47c3bdap+1,0x1.81febeed871d8p+1,0x1.8176ae02a122bp+1,0x1.13583ccd797e9p-3,0x1.502d3c42ea633p-4,0x1.397681dabf4abp-3
9.7350,0x1.8p+1,0x1.8p+1,0x1.8p+1,0x1.805e61fc12936p+1,0x1.81f6a8e5f1632p+1,0x1.81733ea631e12p+1,0x1.8092f0da229e3p+1,0x1.821a61739c124p+1,0x1.81aceba0cc551p+1,-0x1.f50f32f6d2054p-12,0x1.89795a6a9ab0cp-11,-0x1.9c24106e53c02p-9,0x1.c5321cp-8,-0x1.9e1d4p-10,-0x1.783d36p-15,-0x1.e41ee6763cddep-7,-0x1.0cc6fe7322b9ap-6,-0x1.c7ef434ce9c1ap-8,0x1.a7090b9f4e417p-8,-0x1.c46805c585fedp-9,0x1.318fdea05558p-6,-0x1.02f1ad8f86c52p-11,0x1.0114f84831bf3p-13,-0x1.b06c283d3fe5bp-14,-0x1.707851d14427p-14,0x1.8bd4bf36d67c2p-12,0x1.f62c09dc70cecp-13,0x1.cb04d5172aeacp-8,-0x1.d23308d0d5235p-10,0x0p+0,0x1.20e9522da56c1p+2,0x1.1a38f1767ae11p-20,-0x1.688cf12a0c3b9p-20,0x1.96b1e3c0d39cp-25,0x1.20e6feb3471fp+2,0x1.97e9c43f4p-20,-0x1.c470d18dp-20,0x1.b6b18cfb8p-25,0x1.e39f22655c688p-8,0x1.31cb7cdd7504dp-8,0x1.aa8f963d6ap-9,0x1.3333333333333p-3,0x1.3333333333333p-3,0x1.3ed3030a1a1b1p+3,-0x1.2fbb69122ae26p-13,0x1.ee9022ba10f8ap-12,0x1.01ea9c86a81fap-12,0x1.68d1ad6a96002p+4,-0x1.ee8f74decb63ap-3,-0x1.4f1376b75d4dbp+5,0x1.8065ae47c3bdap+1,0x1.81febeed871d8p+1,0x1.8176ae02a122bp+1,0x1.13583ccd797e9p-3,0x1.502d3c42ea633p-4,0x1.397681dabf4abp-3
9.7400,0x1.8p+1,0x1.8p+1,0x1.8p+1,0x1.805bf64f6676fp+1,0x1.81f3f8d409d6p+1,0x1.81721ad9ddd8ep+1,0x1.808e140eab223p+1,0x1.8214fd3d34c9ap+1,0x1.81aaa9648b43bp+1,-0x1.f7a63323ec897p-12,0x1.89cb9619c9204p-11,-0x1.9c355ef43175dp-9,0x1.c500e8p-8,-0x1.9d9d0ap-10,-0x1.77ea12p-15,-0x1.e2e961e55827ep-7,-0x1.0c6523bbd19e7p-6,-0x1.c6de4390997ddp-8,0x1.ac227d5c54e81p-8,-0x1.be32ea8caec45p-9,0x1.324f654b7155cp-6,-0x1.012a689eac102p-11,0x1.f5f9f28e6a78dp-14,-0x1.b038624c41b25p-14,-0x1.60640dd182cd8p-14,0x1.888398187c16fp-12,0x1.f6399bb4b3bb8p-13,0x1.cb04d5172aeacp-8,-0x1.d23308d0d5235p-10,0x0p+0,0x1.20e9522da56c1p+2,0x1.8bf1cba902143p-20,-0x1.af7fd061549d7p-20,0x1.8f78ddd690cp-25,0x1.20e75a1df79e7p+2,0x1.750c1201p-20,-0x1.ac79c54aep-20,0x1.b2e679518p-25,0x1.e405ec4c33cc2p-8,0x1.33621f3222de3p-8,0x1.b0c4e6da49p-9,0x1.3333333333333p-3,0x1.3333333333333p-3,0x1.3ed36667ced21p+3,-0x1.289e554ec00e6p-13,0x1.eb84233992b74p-12,0x1.01f78e02e7ac8p-12,0x1.68d21eed36274p+4,-0x1.ed9bc197011f6p-3,-0x1.4f13578975ea4p+5,0x1.8060cf34971bfp+1,0x1.81f959f10b17bp+1,0x1.8174631e3cfa7p+1,0x1.136c441d0f36ep-3,0x1.506a3806a8e28p-4,0x1.39c222121ff38p-3
